,cc,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,Cons,BokoHaram,is_urban
990,365957,4875808,566,NIG6149,6149,14/07/2014,41834,2014,1,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,13,Western Africa,Nigeria,Borno,Askira/Uba,Dille Huyim,Dille,10.7563,13.2129,1,The Sun (Nigeria),National,Following an attack on Dalle village which killed several residents the military launched an air raid on the fleeing attackers. Causalities of the air attack are not clear.,0,1552577412,NGA,79874,1,False
997,365897,4875723,566,NIG6166,6166,15/07/2014,41835,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Hawul,,Sabon Gari,10.5726,12.1583,1,Vanguard (Lagos),Subnational,"Suspected Boko Haram attack Sabon Gari during the evening hours, killing twenty residents. Fleeing residents disclosed that many people were seriously injured during the attack, while property worth millions of naira destroyed.",20,1552577412,NGA,79841,1,False
998,365898,4875725,566,NIG6163,6163,15/07/2014,41835,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Askira/Uba,Dille Huyim,Dille,10.7563,13.2129,1,This Day (Lagos),Subnational,"Boko Haram attacks Dille, kills the village head and 45 others; several buildings destroyed.",46,1552577412,NGA,79842,1,False
996,365895,4875662,566,NIG6164,6164,15/07/2014,41835,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Askira/Uba,,Huyum,10.7682,13.1429,1,This Day (Lagos),Subnational,"Boko Haram attacks Huyum village, kills nine.",9,1552577412,NGA,79839,1,False
993,365821,4875663,566,NIG6157,6157,15/07/2014,41835,2014,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,33,Western Africa,Nigeria,Adamawa,Gombi,Gombi North,Gombi,10.1614,12.7399,1,Daily Independent (Lagos),Subnational,"Suspected Boko Haram abduct a German national outside his home during the morning hours in the Anguwan Faransa neighbourhood. Demands for his release not known. The abducted is a teacher. Following the abduction two members of a local organized militia group pursued the captors, but were shot and killed as they fled.",2,1552577412,NGA,79799,1,True
994,365874,4875733,566,NIG6159,6159,15/07/2014,41835,2014,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (International),Civilians (Germany),7,37,Western Africa,Nigeria,Adamawa,Gombi,Gombi North,Gombi,10.1614,12.7399,1,Daily Independent (Lagos),Subnational,"Suspected Boko Haram abduct a German national outside his home during the morning hours in the Anguwan Faransa neighbourhood. Demands for his release not known. The abducted is a teacher. Following the abduction two members of a local organized militia group pursued the captors, but were shot and killed as they fled.",0,1552577412,NGA,79820,1,True
995,365884,5131370,120,CAO276,276,15/07/2014,41835,2014,2,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),Muslim Group (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,"Voice of America (Washington, DC)",International,10 heavily armed men believed to be Boko Haram members ransacked the home of an influential Cameroonian Muslim spiritual leader and kidnapped two of his teenaged children,0,1555958740,CMR,79829,1,False
999,365799,4875621,566,NIG6174,6174,16/07/2014,41836,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Hawul,,Sabon Gari,10.5726,12.1583,1,Vanguard (Lagos),Subnational,Boko Haram attack Sabon Gari for a second time the morning following an attack which left 20 dead. Seven killed in the new attack. The attack occurred while residents were burying the dead from the previous evening.,7,1552577412,NGA,79780,1,False
1000,365801,4875626,566,NIG6173,6173,16/07/2014,41836,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Askira/Uba,,Huyum,10.7682,13.1429,1,This Day (Lagos),Subnational,Nine civilians dead after Boko Haram attacks Huyum village.,9,1552577412,NGA,79782,1,False
1001,365710,4875491,566,NIG6180,6180,17/07/2014,41837,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,Daily Trust (Abuja),Subnational,"Several people are feared killed as gunmen suspected to be members of the Boko Haram attacked Damboa in Borno State Thursday night and continued over several days. The ""Civilian JTF"" defended the city, eventually chasing the attackers away. Causality figures not known, though witnesses say residents were ""piling up corpses."" The Associated Press believes at least 100 deaths occurred as a result of the attacks in total.",25,1552577412,NGA,79727,1,True
1002,365624,4875457,566,NIG6183,6183,18/07/2014,41838,2014,1,Battles,Armed clash,BVYG: Borno Vigilance Youths Group,,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,33,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,Premium Times (Abuja),Subnational,"Several people are feared killed as gunmen suspected to be members of the Boko Haram attacked Damboa in Borno State Thursday night and continued over several days. The ""Civilian JTF"" clashed with Boko Haram - Causality figures not known, though witnesses say residents were ""piling up corpses."" The Associated Press believes at least 100 deaths occurred as a result of the attack.",25,1552577412,NGA,79674,1,True
1006,365564,4875348,566,NIG6185,6185,19/07/2014,41839,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Guzamala,,Bulabulin,12.6611,13.2795,1,Daily Trust (Abuja),Subnational,Six are killed when Boko Haram attacks Saha and Bulabuli-Pegi Barawa villages in Gwoza Local Council of Borno State.,3,1552577412,NGA,79639,1,False
1005,365563,4875347,566,NIG6184,6184,19/07/2014,41839,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,The Sun (Nigeria),National,"Numbering 300, suspected Boko Haram attack Damboa during the pre-dawn hours, kill at least 40 residents. Several thousand reported to be displaced due to the attack. Following the attack Boko Haram hoisted their flag over the city.",40,1552577412,NGA,79638,1,True
1007,365566,4875392,566,NIG6189,6189,19/07/2014,41839,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Bama,Goniri,Bama,11.5221,13.6856,2,Vanguard (Lagos),Subnational,"No fewer than 60 people from Gaidamgari village, in Bama Local Government Area of Borno State were killed weekend, while many others sustained gunshot wounds when some gunmen suspected to be members of the Boko Haram Islamist sect attacked the community. The attack occurred at 10pm.",60,1552577412,NGA,79641,1,True
1003,365500,4875346,566,NIG6188,6188,19/07/2014,41839,2014,1,Battles,Armed clash,BVYG: Borno Vigilance Youths Group,,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,33,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,This Day (Lagos),Subnational,"Boko Haram and the BVYG continue to battle in Damboa. No day-specific deaths reported. Fleeing residents have claimed to witness Boko Haram raising their flag above the city, though this may be interpreted as merely a section of the city, as the town was not reported fallen until the following day.",25,1552577412,NGA,79600,1,True
1004,365562,4875345,566,NIG6186,6186,19/07/2014,41839,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Gwoza,Ngoshe,Gwoza,11.084000000000001,13.6925,2,Daily Trust (Abuja),Subnational,Six are killed when Boko Haram attacks Saha and Bulabuli-Pegi Barawa villages in Gwoza Local Council of Borno State.,3,1552577412,NGA,79637,1,True
1009,365477,4875322,566,NIG6192,6192,20/07/2014,41840,2014,1,Battles,Non-state actor overtakes territory,BVYG: Borno Vigilance Youths Group,,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,33,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,This Day (Lagos),Subnational,"Boko Haram and the BVYG continue to battle in Damboa, eventually causing the BVYG to capitulate and flee. The Associated Press estimates 100 deaths throughout the four-day sedge.",25,1552577412,NGA,79581,1,True
1008,365466,5131371,120,CAO277,277,20/07/2014,41840,2014,2,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,3,Radio France Internationale,International,A policeman was killed and another injured in the Far North region; the attack was attributed to Boko Haram.,1,1555958740,CMR,79576,1,True
1010,365365,4875146,566,NIG6200,6200,22/07/2014,41842,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,Vanguard (Lagos),Subnational,"Suspected Boko Haram gunmen shoot and kill five in Damboa, three near the district heads residence and two others nearby.",5,1552577411,NGA,79513,1,True
1011,365279,4875044,566,NIG6205,6205,23/07/2014,41843,2014,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kaduna,Kaduna North,,Kawo,10.5777,7.4485,1,Daily Trust (Abuja),Subnational,"A suicide attack near Muhammadu Buharis motorcade in the afternoon causes 50 deaths, plus injuries. Perpetrators not known, though Boko Haram is widely suspected. The General was unharmed, though the death total is suspected to rise.",50,1552577411,NGA,79454,1,True
1012,365280,4875045,566,NIG6201,6201,23/07/2014,41843,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Biu,,Garubula,10.7775,12.0189,1,Xinhua,International,The village head and 11 others were shot dead during the attack on Garubula Village of Biu area of the state. Authorities believe Boko Haram is responsible. The attack occurred late in the day.,12,1552577411,NGA,79455,1,False
1013,365281,4875046,566,NIG6204,6204,23/07/2014,41843,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Ngala,Ngala,Gamboru,12.373,14.2069,1,Daily Trust (Abuja),Subnational,"Gunmen suspected to be members of the Boko Haram group killed two people in Gamboru town of Gamboru-Ngala LGA. One of the victims was the vice chairman of a vigilante group, though it is not clear if he was intended target of the attackers. The attack occurred late during the nigh time hours.",2,1552577411,NGA,79456,1,True
1014,365284,4875108,566,NIG6206,6206,23/07/2014,41843,2014,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kaduna,Ikara,,Ungwan Sarki,11.1798,8.2078,1,Daily Trust (Abuja),Subnational,"An explosive targeting a prominent Sheikh kills 35 bystanders via suicide vest, including some of the Shieks aids in Ungwan Sarki (Unguwar Sarki). Many other people were injured, among them members of an Islamic aid group. The Sheikh survived. The perpetrators allegiance and identity are not known, though Boko Haram is heavily suspected. The blast occurred shortly after noon.",35,1552577411,NGA,79459,1,False
1015,365130,4875023,566,NIG6208,6208,24/07/2014,41844,2014,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kano,Fagge,,Sabon Gari,12.0218,8.5224,1,The Nation (Nigeria),National,Suspected Boko Haram detonate an explosive hidden in a refrigerator at a bus stop in the Sabon Gari neighbourhood killing five and injuring twelve others.,1,1552577411,NGA,79363,1,True
1016,365172,5131372,120,CAO279,279,24/07/2014,41844,2014,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,1,Angola Press Agency,Regional,Two Cameroonian soldiers were killed during a clash with Boko Haram when they attacked a border village.,2,1555958740,CMR,79391,1,True
1017,365115,4874899,566,NIG6212,6212,25/07/2014,41845,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Yobe,Gujba,,Bujimirum,11.5645,11.9182,1,Leadership (Abuja),Subnational,"Boko Haram attacks a bridge in Bujimirum Katarko, killing eight. The group also abducted a cleric.",8,1552577411,NGA,79352,1,False
1018,365021,5131373,120,CAO280,280,26/07/2014,41846,2014,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,1,This Day (Lagos),Regional,"Cameroonian military forces clashed with Boko Haram in the northern region of the country, resulting in the deaths of at least 4 soldiers.",4,1555958740,CMR,79291,1,True
1019,365047,4874844,566,NIG6216,6216,26/07/2014,41846,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Hawul,Shaffa,Shaffa,10.5067,12.3331,1,Leadership (Abuja),Subnational,Boko Haram gunmen attack Shaffa killing two and inuring several.,2,1552577411,NGA,79311,1,True
1026,364987,4874785,566,NIG6220,6220,27/07/2014,41847,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Adamawa,Girei,Wuro Dole,Lubu,10.2737,12.6865,1,Leadership (Abuja),Subnational,"In addition to Zani in Hing LGA, Boko Haram attacks Lubu and Mubeng killing a total of 30 in the LGA. Note: conflicting causality reports from various sources given to each town.",7,1552577411,NGA,79268,1,False
1025,364986,4874784,566,NIG6221,6221,27/07/2014,41847,2014,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Adamawa,Madagali,Madagali,Madagali,10.8864,13.63,2,Leadership (Abuja),Subnational,"Boko Haram attack several locations in Madagali LGA (names not provided) killing ""many"". Food items and cattle were also taken by the attackers.",10,1552577411,NGA,79267,1,True
